label,content
0,我有點沮喪
0,我今天感覺不太好。我的狗不舒服。
0,不太好，我的狗昨天死了。
0,我有點沮喪
0,我一直看中東的新聞報導讓我更加焦慮。
0,我因分手感到很沮喪。
0,我今天心情很不好。
0,沒那麼好。我感到有點孤獨
0,我最近情緒低落，無法擺脫這種恐懼。
0,非常不安。本週早些時候我失去了一個親人。
0,我今天非常難過。我一直在想我的母親，她最近去世了。這很困難。
0,我真的很著急，我感覺我沒有通過考試
0,感覺不太好，我真的很掙扎。
0,不太好。由於壓力，我最近一直感到悲傷和昏昏欲睡。
0,我今天很沮喪。
0,今天不太好
0,我感到很沮喪，因為連續一周都在下雨。
0,我只是感覺真的很沮喪。
0,我很鬱悶。我找不到起床的動力。
0,我感到非常難過。昨晚我失去了親人。
0,我做得不太好。
0,我感覺沒那麼好。
0,特別糟糕
0,我心情不好。
0,由於我的健康狀況，感覺非常糟糕。
0,我覺得很難受。
0,感覺鬱悶今天工作不順利。
0,不好，我在工作中度過了緊張的一天。
0,我真的感到很失落和悲傷。我的伙伴和我分手了。
0,我真的很不高興，我的小狗昨天跑了，我到處都找不到他。
0,不太好，今天早上我下雨淋濕了。
0,我感覺不太好。
0,我覺得很難受。我狗丟了。
0,我感到很沮喪，今天早上我不想起床。
0,我今天心情有點低落。
0,不太好。我的姐妹們有地方可去，有事可做。我覺得落後了。
0,很糟糕。我發現我父母要離婚了。
0,今天心情特別低落。和弟弟吵架了
0,不是很好。
0,我不厲害。
0,我感覺很糟糕，我想我今天失去了一個朋友。
0,我很沮喪，因為我男朋友和我分手了。
0,糟糕，昨天我失去了一個親近的人。
0,我感覺不太好。我男朋友昨天和我分手了。
0,真的很傷心。我不能讓自己做任何事
0,我感到空虛和絕望。這次的疫情真的讓我很受傷。
0,請放過我吧，我很痛苦。
0,由於封鎖，今天很傷心
0,我受夠了。我認為我這個月無法應付所有賬單，而且我還在不停地工作。
0,我今天感覺超級沮喪，似乎沒有任何意義了
0,我真的很傷心很沮喪。
0,沒那麼好。我發現我的祖母活不長了。
0,我今天感覺很噁心
0,不好，我的狗死了。
0,我今天不怎麼好。
0,我之前哭過
0,我很難過
0,我今天有幾次哭泣。
0,我還行，估計吧。
0,我聽說我爺爺感染了新冠肺炎，正在住院。
0,我不舒服，我和我女朋友今天分手了。
0,感覺一切都沒有希望了。
0,不好。我的狗今天被安樂死了。
0,今天真的有點沉重。
0,我今天感覺不太好。
0,我很沮喪，感覺我沒有未來
0,我很沮喪。
0,我感覺很糟
0,我很失落
0,我有過跟好的時候。我最近肯定有點發瘋。
0,不太好。我的狗昨晚死了。
0,我有過得更好的時候。
0,我不好，我真的很難過
0,我覺得有點空虛。我的生活中沒有任何事情發生。
0,不是很好
0,不好
0,不太好，又是一個沒有絲毫區別的日子。
0,我今天有點不高興。
0,我很沮喪，我今天應該去看我爸爸，但他不得不重新安排時間，我很想念他。
0,一點都不好，我丟了工作。
0,我感覺不太好，我被診斷出得了一種可怕的疾病。
0,我感覺不太好，昨天和朋友鬧翻了
0,我有點沮喪。
0,不是很好。我只是覺得空虛。
0,我感覺不好。我發燒了。
0,我真的很沮喪，很沮喪，我在任何地方都找不到工作。
0,我真的很鬱悶。我所做的一切都不值得。
0,我今天很傷心，似乎什麼都不對。
0,我今天好難過。
0,不好，我感到孤獨
0,我很難過
0,空是輕描淡寫
0,我感到沮喪和悲傷
0,今天心情真的很低落
0,剛過，最近沒太多精力做事
0,感覺空虛，吃不下睡不著
0,不好，我認為什麼都不會改變。
0,我今天很傷心，因為我和我的伴侶吵架了
0,我很痛苦，我已經好幾個星期沒能讓自己做任何事情了。
0,心情低落，男朋友跟我分手了
0,我心情很低落
0,我覺得有點難過。我擔心失去工作。
0,不是很好，只是整個星期都感到沮喪。
0,我真的很難過，因為我的狗跑了
0,隨著學年即將結束，我有點堅定，我會想念我的學生。
0,我只是不想再繼續下去了，一切似乎都是那麼絕望。
0,我希望我感覺更快樂，但是這幾天過得很艱難。
0,不太好。我今天工作搞砸了。
0,我感到沮喪，不像我自己。
0,好鬱悶。我最近被解雇了
0,我做得不是很好。我一直有人際關係問題。
0,我的一個朋友去世了，我感到很失落
0,其實，最近心情有點低落。
0,事情可能會更好。由於我的學校成績，我最近陷入了困境。
0,我感覺不太好，我很沮喪。
0,我真的很難過，以至於我想哭一整天
0,不太好;我因為生病錯過了一個生日派對。
0,我感覺不像往常快樂的自己。
0,糟糕的。男朋友甩了我
0,我很鬱悶我考試不及格。
0,我今天很難過。
0,我昨天和朋友鬧翻了
0,我想哭
0,我覺得自己很糟糕。
0,由於無法參加家庭活動，我感覺不太好。
0,我想我不能再繼續下去了。
0,只是感覺真的處於我生命中的低谷，似乎什麼都不對。
0,還好吧，我覺得。
0,今天我心情非常低落。我只是沒有一個美好的早晨。
0,我感覺很糟糕，我沒有通過我的課程，我不能畢業了。
0,老實說，我心情不太好。我考試沒及格。
0,很不幸，我不太好。
0,我情緒低落。好像生病了。
0,我很傷心，我之前在淋浴時哭了。
0,好吧，我只是覺得沒有什麼是我想要的。
0,很失落。當我一直在努力清理自己的時候，我媽媽罵我很亂。
0,不太好。我丈夫剛失業。
0,不太好。我似乎對做太多事情沒有興趣。
0,我感覺不太好。
0,我真的很沮喪。
0,我心情不好，我最好的朋友不會跟我說話。
0,我只想哭，因為我的狗死了很難受。
0,真的很沮喪，我似乎無法開始任何事情。
0,我感覺不太好。我的祖母上週去世了。
0,我覺得很糟糕，自從我父親去世後，一切似乎都沒有任何意義。
0,我和我的伴侶吵架了，我真的很難過。我覺得是我的錯。
0,今天簡直慘不忍睹。
0,我感覺不太好。
0,自從我去年失業以來，我就有點沮喪了
0,坦率地說，我看不到生活中的任何意義了
0,可怕。我只是很難過。
0,我今天做的沒那麼好。他們正在推出我最喜歡的童年電視節目。
0,我覺得我想吐
0,不好，我和媽媽吵架了。
0,有點失落的感覺。
0,我需要得到支持
0,我希望我能改變
0,天氣很糟糕，它讓我陷入了垃圾場。
0,我感覺不太好。
0,我最好的朋友這週搬去了很遠的地方。
0,我真的很難過，因為我和我哥哥吵架了。
0,我當然不是處於最佳狀態。
0,我的母親剛剛去世，我無法停止哭泣。
0,不太好，失望，沮喪。
0,我很難過。我的心碎了。
0,我很痛苦，我已經病了很多年，我找不到治療方法
0,我完全感覺很糟糕
0,什麼都不好
0,我情緒低落
0,老實說，不是很好。我的貓剛剛去世。
0,感覺不好。我媽媽昨晚住院了。
0,我無法停止哭泣。
0,我很難過，我和我男朋友吵架了
0,我感覺非常費。一切可能出錯的地方都出錯了。想地上找個縫鑽進去。
0,我今天過得不好
0,我感到沮喪
0,她就是不和我說話了，我不知道該怎麼辦。
0,我今天過得很糟糕。
0,我感到沮喪，因為我找不到放鬆的方法。
0,我啥都不如意，我從來沒有足夠的錢做任何事情。
0,我今天很傷心，昨晚我失去了一位親愛的朋友。
0,我現在感覺不太好我很傷心
0,我沒有任何快感。
0,有待改善。我的妻子和家人最近似乎很疏遠
0,由於和朋友吵架，我很沮喪。
0,我失去了動力，似乎永遠無法提高我的成績，我很難過。
0,真的不好。我想我的婚姻結束了。
0,我失去了所愛的人，從那以後我就沒有真正感到快樂。
0,我感覺有點虛弱和沮喪。
0,我很無聊，我一個人在家
0,我感到孤獨
0,今天我感覺想成為一顆釘在牆上的釘子。就在那里呆著。
0,我被悲傷淹沒
0,我感覺像一塊濕抹布
0,我很高興你問這個問題，因為我最近真的很糟糕。我想我很沮喪。
0,自從他離開我我真的不想再活了
0,非常難過，我今天沒有精力。
0,我今天感到很沮喪，因為我今天收到了一位客戶的差評
0,情緒真的很低，我發現大多數日子都很難起床。
0,感覺自己在坑底：剛丟了工作
0,此刻我感到相當難過
0,我很沮喪。我和姐姐意見不合。
0,不太好，我希望今天早點過去。
0,男朋友跟我分手了，今天好難過
0,我很難過，因為這是一個長周末，但我必須工作。
0,我無法停止哭泣，因為我非常想念我的媽媽。
0,最近幾天我的心情一直很低落。
0,我有點沮喪。我今天考試不及格。
0,我感覺有點慘，心情可以更好。
0,一點都不好。我最近真的很懷疑自己。
0,不是很好，老實說。我只是最近似乎沒有任何積極的感覺。
0,我無法處理日常任務，我感到非常不知所措
0,我好像生病了，不太舒服。
0,一點都不好。我只想躲在我的房間裡，從世界上所有的動盪中睡覺。
0,由於某種原因，我今天感覺很憂鬱。
0,我今天真的很沮喪
0,不是很好。我今天不得不加班兩個小時。
0,我今天對自己真的很失望。
0,我很崩潰。我無法停止哭泣。我的狗今天被車撞死了。
0,我一點都不舒服。一切事情都不順。
0,我並不像我想的那樣快樂。
0,我今天好難過
0,我很鬱悶
0,我覺得有點絕望。
0,我沒有那麼好，因為我被上級罵了。
0,我的生活一片混亂。
0,我今天失去了一個親密的朋友，感到非常難過和孤獨。
0,我累了;一切都感覺像是一種努力。
0,我真的很沮喪，有點絕望。我想我很沮喪。
0,非常難過，我正在一個悲傷日子的紀念日想起它。
0,太可怕了，昨晚有人闖入我家。
0,今天我的心情很沉重。
0,我感到很失望。我被朋友出賣了。
0,我不想吃早餐，因為我太難過了。
0,我不好。我今天都不想起床。
0,在垂頭喪氣。我丈夫已經回辦公室工作了，我一個人挺孤獨。
0,有點可怕。我爸爸生病住院了。
0,好吧，我想。感覺比起還低。
0,我可以做得更好。
0,我心情有點低落。
0,我過得不好，我最喜歡說話的人甚至不再理我了。
0,我似乎再也感覺不到快樂了，因為我因失去工作而感到難過。
0,有點差勁，真的。我似乎無法享受任何東西。
0,我感覺不太好。我丟了我最喜歡的玩具，我找不到了
0,我只是不明白起床的意義。沒有什麼感覺很好。
0,我不應對。我只是覺得我可以一直哭。
0,我似乎無法擺脫這種低落的情緒。
0,我今天感覺不太好
0,不好，自從X離開後，我的情緒真的很低落。
0,我感到非常孤獨，我沒有朋友，也沒有男朋友
0,我希望我能快樂。
0,今天感覺有點無聊，因為我收到了一些關於一些財務問題的壞消息。
0,我現在很沮喪
0,很糟糕，我的女朋友甩了我。
0,今天下午我有點沮喪。
0,傷心
0,我覺得很懶
0,我今天感到有點孤獨和悲傷。
0,我今天很難過。
0,我的車需要大修，我破產了。
0,我現在很傷心，因為我最好的朋友對我撒了謊。
0,今天不是個好日子。
0,我覺得沒有人愛我。
0,今天有點感覺烏雲籠罩著我。
0,這對我來說不是一個好時機。
0,我很鬱悶，一直找不到女朋友
0,我度過了最糟糕的一天
0,我不好
0,我超級難過
0,我快要熱淚盈眶了。我最近剛丟了工作，我快受不了這個壓力了。
0,不太好。我期末考試不及格。
0,彷彿有一朵烏雲籠罩著我。
0,我感覺不好，我分手了
0,今天早上剛看到新聞，我心態崩裂了。
0,我感覺非常差
0,我不知道我的感受
0,我想我很沮喪，我只是累了……你知道嗎？厭倦了這一切。
0,今天和男朋友吵架了
0,我很難過。我的狗死了，我無法承受傷害。
0,糟糕的。汽車無法啟動，這真的讓我失望。
0,我感到非常難過，我出了車禍，我的車拋錨了。
0,我在我的生活中感到孤獨所以我很傷心
0,我不想做任何事情。
0,有點難過。我父親最近去世了。
0,我無法集中註意力，感到孤獨。
0,我覺得很糟糕，我的女朋友甩了我，現在我沒有人了，我真的很沮喪。
0,我每天都很難過，自從那次事故後我一直很痛苦。
0,我真的很沮喪，我感到沮喪，沒有動力。
0,我沒有太多精力去做任何事情。
0,疫情讓我失去了個人
0,我情緒低落
0,比平時更沒用
0,我感到悲傷和沮喪
0,我一點都不舒服，我完全心灰意冷
0,好吧，我該從哪裡開始呢。我很難過，我很難打字。
0,我不能再這樣下去了，太痛苦了
0,所以，我今天的心情很陰鬱。
0,最近我失去了我的祖父，我感到很沮喪
0,所以，目前似乎沒有什麼能讓我開心。
0,我感到很孤獨，因為我的朋友不會參加我的生日聚會。
1,我對我朋友的行為感到非常惱火
1,我很生氣
1,我對客戶服務主管感到反感，因為她在我敘述我的問題時拒絕看清原因
1,我很生氣。我丟了錢
1,我很生氣，因為我找不到借記卡。
1,我很生氣我的同事因為我的工作而受到讚揚。
1,不太好，我度過了非常沮喪的一天。
1,不是很好。我對我的一個同事很生氣。
1,我被推到了惡化的地步，失去了冷靜。
1,我很生氣。一切都不正常！
1,我現在很生氣。我的搭檔欺騙了我，這讓我很沮喪。
1,我很生氣，因為我被無故解雇了
1,我非常失望。
1,我最近對正在發生的政治局勢充滿了憤怒和仇恨。
1,我現在真的很生氣。我剛剛和一個指責我沒有做的事情的人發生了爭執。
1,我又開始真的生氣了
1,事實上，我這週都在加班，這讓我很生氣。
1,我只是一直很生氣
1,我很生氣，因為我哥哥偷了我50 美元。
1,我很生氣。我老闆給我寫的！
1,我很心煩。
1,我今天感覺不太好。
1,我很生氣
1,我他媽的氣死了。
1,我感到非常生氣，因為一個陌生人襲擊了我。
1,每個人都反對我——我的老闆、我的丈夫和我的孩子。
1,我對我的朋友很生氣，因為他不服從我。
1,我很生氣。
1,我現在很生氣，我不知道為什麼。
1,很糟糕
1,我現在感到很生氣。
1,我一點都不好。其實挺煩的。
1,我不好。我頭上的工作壓力太大了。
1,我的老闆只是因為我胡說八道而解雇了我！
1,我很生氣。
1,我最好的朋友找到了一個可以一直出去玩的人。
1,我真的很生氣。我不公平地失去了工作中的大晉升。
1,我在另一門課上不及格，為此我很生自己的氣。
1,我很生氣
1,我真的很生氣我的前任。
1,我不能忍受我的生活，顯然我的伴侶也不能，因為她已經走了。
1,我很生氣，我的朋友和我男朋友調情，我不知道如何處理。
1,太糟糕了- 我覺得我需要傷害某人。
1,我不好，我的團隊被取消了資格，我和朋友打賭輸了100 美元，我真的很生氣。我有這種感覺是球隊的錯。
1,我感覺很糟糕，我剛剛得到了一些非常令人惱火的消息
1,我很生氣我的老闆在我的同事面前讓我難堪。
1,我再也受不了了。
1,我對我的配偶生氣
1,狂怒。每個人都在不停地打擾我工作。
1,我很生氣我男朋友沒有告訴我真相。
1,我超級生氣
1,我對我室友發生的事情很生氣
1,我很不高興
1,我為今天發生的事情而生氣。
1,老實說，我很生氣。
1,那不是你的事
1,我對自己受到的對待感到非常沮喪。
1,我只是在生氣。
1,我生氣了。
1,我的經理罵我所以我很生氣
1,我現在很生氣，因為我沒有通過考試
1,我很生氣。
1,一個白痴差點造成車禍，讓我很生氣。
1,我覺得很可怕，很生氣，很可恨。
1,我不好。我不知道為什麼這一切都發生在我身上。
1,我真的很生氣，他們在學校取笑我，但我對此無能為力
1,我為今天發生的事情感到非常生氣。
1,我不好，我對我的搭檔很生氣，因為他說了一些令人惱火的句子
1,我很生氣
1,不是很好。最近似乎一切都讓我感到沮喪，我需要付出很多努力才能保持冷靜。
1,極度憤怒！老婆離我而去！
1,我非常生氣
1,我不好，當陌生人撞到我的車時，我真的很生氣
1,我需要休息一下社交媒體
1,我對這個世界感到厭惡
1,我生氣
1,我對我的父母很生氣，他們總是試圖控制我。
1,我對上週在工作中發生的事情感到很生氣。
1,我生自己的氣。
1,生氣了，徹底結束了這一切。我剛出去工作。
1,請別打擾我
1,我不好是因為我的朋友欺負我
1,到目前為止，我討厭我的一天。
1,不是很好。我想辭掉我的工作。
1,我今天真的很生氣。
1,我像大黃蜂一樣生氣，我想打人。
1,我真的很生氣，我今天在工作中無法完成任何事情。
1,我現在很生氣，我不敢相信我被當成了傻子。
1,我今天很生氣。
1,滾蛋
1,我不好
1,我有更好的日子
1,我對我的老闆很生氣，因為他總是沖我大喊大叫
1,今天我覺得自己很糟糕！
1,我對我的老闆很生氣，她總是那麼苛刻，根本不考慮人們的心理健康
1,一切都很糟糕，我討厭我的生活
1,不好，我今天過得很糟糕。
1,我開始想我哥哥什麼時候離開並生氣
1,真的很生氣！我的老闆根本不尊重我的時間！
1,我感到壓力很大，我對我的男朋友很生氣，因為他總是遲到而不提前通知我。
1,我開始想到我的對象離開我的時候，我很生氣
1,我心情不好
1,我對我兒子很生氣，因為他今天沒有吃午飯
1,我很心煩
1,我很不高興，因為我的手機摔壞了。
1,我的室友因為她的草率而讓我發瘋！
1,我現在很生氣。
1,我真的對我丈夫很生氣，他和我吵架了。
1,老實說，我感到很生氣，就像我會傷害某人一樣。
1,我現在無法忍受我生命中的任何人。
1,我只是想打人，真的。我現在對一切都感到厭煩了。
1,我對我的搭檔很生氣，我發現他們出軌了
1,我一點都不好。
1,我只是想砸東西。我的老闆最近很為難。
1,我很沮喪！無論我說什麼，我的父母都不理解我。
1,對一切都很生氣
1,不太好，因為銀行搞砸了我的支票賬戶。
1,我什至不想談論它
1,我想砸人的臉。現在的人都是混蛋。
1,我氣得要死。我輸了一個大賭注。
1,我很生氣。
1,我對同事的行為感到憤怒。
1,我想喊
1,我厭倦了這種狗屎。
1,我感到非常生氣，因為我的兒子不聽從我的指示。
1,我太生氣了，我可以殺了人。
1,我對我弟弟很生氣。
1,我只是覺得最近很生氣。
1,我氣得快要爆炸了——我哥哥真的知道如何按我的按鈕。
1,我很生氣
1,我很生氣。
1,我現在很生氣。
1,我沒有心情和別人說話。
1,我直接打了我前任的車窗。
1,我只是不想現在處理這個。
1,一個同學把我的項目建議當成了自己的。
1,不好。我發現我老公出軌了。
1,糟糕的。我對我的兄弟很生氣，我相信他正試圖讓我的家人反對我。
1,我有點生氣
1,我的前任毀了我的生活，我瘋了。
1,我很生氣，我完全被我的前任甩了，而且被鬼魂化了。
1,我不好，因為我很生氣，以至於我丈夫買了一輛昂貴的汽車，而且從來沒有和我說過這件事。他讓我如此沮喪。
1,就像一座即將噴發的火山。
1,我不好！我被解雇了，我真的很生氣。我在工作中做的一切都是正確的，我有這種感覺是他們的錯。
1,今天太糟糕了，一切都出錯了。
1,我只是一直覺得很生氣。老實說，我認為我應該得到比這更好的。
1,我非常沮喪。
1,我感覺很糟糕
1,我真的很生氣！今天是一件又一件的事情。
1,我很生氣，因為我的貓毀了我最喜歡的地毯
1,我真的很生氣。
1,我對我的同事很生氣
1,我很生氣
1,我對我伴侶的行為方式感到惱火。
1,"我不是很好- 事實上, 我現在很生氣。"
1,你知道這有什麼用嗎
1,今天真的對我造成了傷害，我已經筋疲力盡了。
1,我對我的工作很生氣。我感到被困在其中，這讓我感到沮喪。
1,我很生氣。
1,我父母和我吵架所以我很生氣
1,我很生氣，因為我打破了一個盤子，碎片散落在地板上。
1,我感覺準備隨時鬥爭的緊張。
1,我對我最好的朋友對我說的話感到不安。
1,我感到很憤怒，好像我什至無法直視。
1,就像我需要冷靜
1,我很生氣，我工作組的人無緣無故地排斥我
1,我對我朋友的行為感到非常惱火。
1,我今天不爽，我很生氣
1,我真的很不開心
1,我不斷發現自己不由自主地握緊拳頭。我感覺我的神經被擊中了，我快要爆炸了。
1,糟糕的！我的室友偷了我的項鍊！
1,我感到非常惱火，我在酒吧打架並被禁止在那裡
1,這是一個非常糟糕的時刻
1,一點都不好！
1,我他媽不知道
1,我不敢相信她欺騙了我，我現在非常受傷和生氣。
1,我在想我最近和媽媽吵架，這讓我很生氣。
1,我很生氣我的老闆寫信給我。
1,生氣又生氣。我周圍沒有人在聽我說話。
1,不要打擾我
1,我不好，想到我的孩子我很生氣
1,今天一切都糟透了。
1,我覺得很煩躁。
1,這是非常糟糕的一天。
1,我總是被生活踢倒，我真的很生氣！
1,生氣了，我的朋友真的很煩人。
1,我真的，真的很生氣。我覺得我可以炸了。
1,我恨這個國家！
1,我想讓我為了殺他而自殺的朋友起死回生
1,我感到有壓力
1,你有其他問題嗎？
1,我生自己的氣，因為我不能減肥，也沒有自製力
1,我對全世界都很生氣！
1,我對我的伴侶在房子周圍無所事事感到生氣
1,哦，甚至不要讓我開始！
1,沮喪，我很生氣，我不知道為什麼。
1,我今天很生氣
1,被惹毛了！交通是一場噩夢，有人把我攔住了，我差點撞上他們！
1,我很生氣，因為我的狗在我外出工作時撕毀了我最喜歡的沙發。
1,我有這種感覺是他們的錯。
1,我的心情不好
1,我對我的鄰居很生氣，因為他正在製造噪音
1,我覺得脾氣很暴躁
1,我有點生氣，因為詹姆斯沒有完成他的任務。
1,如果其他人試圖在交通中切斷我，我會爆炸！
1,一切似乎都不順利，我無法讓任何人聽我說話。
1,我覺得很爛，我和我朋友吵架了。
1,我的情緒在沸騰，我快要爆炸了。
1,我討厭我接觸的每個人。
1,我很生氣。我的老闆把我逼瘋了，我的朋友一直向我要我幫不了他的忙。
1,我的家人讓我發瘋，我受不了他們
1,我沒心情說話。
1,老實說，我現在可能會破壞某些東西。我的一門課沒及格。
1,我很生氣，我的房東剛剛給了我一些可怕的消息。
1,我以為我在變好，但我真的又為事情生氣了
1,其實，我對這個冬天取暖油的價錢而生氣。
1,我只是隨機有這些爆發
1,我的車停在雜貨店停車場時，有人蹭了我的油漆，我很生氣。
1,我生氣了。我厭倦了我的妻子。
1,我對某人生氣。
1,真的受夠了這個。
1,我很不高興
1,我完全瘋了。
1,我感到非常生氣，因為我姐姐傷害了我很多。
1,我對家鄉的情況感到非常生氣。
1,我對我朋友的不當行為感到憤怒。
1,我有很多事情要做；我生氣了。
1,我很生氣，覺得沒有人尊重我。
1,我一點都不開心
1,我很生氣，想要感覺好點。
1,我沒那麼好，我想一個人呆著。
1,我覺得我想打人。
1,我生氣了，你怎麼看。不要再問這些問題了。
1,我父親總是說我愚蠢和懶惰。
1,糟糕的。我岳母不會停止越界。
1,我真的對我的鄰居很生氣，他今天早上無緣無故地和我吵架了。
1,我特別生氣
1,我對我和我的前對象分手的方式感到非常沮喪。
1,我對我的前女友很生氣，我不敢相信我搞砸了我們的關係。
1,糟糕的！我很生氣，因為我的鄰居說我的孩子是壞名聲，因為她因為他進入她的院子而生他的氣。我覺得她是個可笑的人！
1,我快瘋了，我不可忍受了。
1,我不好，我和父母吵架了，我離開了家，我很生氣。我有這種感覺是他們的錯。
1,明明我不好，我真的早傷害了自己
1,我損失了一大筆錢，我對自己很生氣。我想打自己。
1,我似乎今天討厭所有人。
1,我今天不好
1,我很煩。每當我認為自己處於領先地位時，就會出現其他情況。
1,我最近對我的工作感到非常沮喪。
1,我很生氣，我不知道如何改變它。
1,我只是對生活很生氣，因為似乎沒有什麼事情適合我。
1,我很煩
1,太可怕了，我的壞爸爸像往常一樣打我
1,我現在不開心，有點不高興。
1,你無權問這個問題
1,我很生氣，我可以尖叫。
1,我最好的朋友一直表現得像個混蛋，我對她很生氣。
1,我感到憤恨和惡意。
1,我的朋友讓我失望所以我很生氣
1,我很生氣，因為我最好的朋友沒有出現在我的生日聚會上。
1,我現在對一切都很生氣。
1,我現在真的很生氣。我剛剛因為工作中的晉升而被拒絕，這是因為我的一位同事認為我的想法值得稱讚。
1,我感到很生氣，就像生活是不公平的，我對此很無助。
1,生氣的
1,我太可恨了，我最信任的人以我無法想像的方式背叛了我
1,我對我伴侶的行為方式感到惱火。
1,我今天感到非常生氣
1,我討厭一切
1,我不能說我感覺很棒。我和以前一樣易怒，我害怕做或說一些我可能會後悔的事情。
1,非常失望！我的老師錯誤地指責我作弊
1,我真的很生氣，我看到我丈夫欺騙我
1,這是一個非常緊張的時刻
1,我怎麼會在這種情況下？
1,我想打人
1,我的老闆一直在貶低我，我再也受不了了。
1,我很生氣我的老闆不讓我加薪。
1,我以前從來沒有這么生氣過，我只是被誣告偷竊。
